Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF35,OUT027,2528.6265
FDU43,OUT019,705.5649
FDE24,OUT019,339.23737
FDK50,OUT049,2735.1228
FDG31,OUT045,1019.3848
FDC60,OUT045,1517.0703
FDL36,OUT013,1498.4845
FDP21,OUT013,3201.8604
FDW16,OUT045,1467.1218
FDX02,OUT017,3780.835
FDQ58,OUT027,3878.4646
FDT51,OUT046,1771.2474
FDD59,OUT049,1317.059
NCM42,OUT018,1404.3527
FDA57,OUT018,435.9552
FDZ48,OUT035,2048.2158
FDE46,OUT045,2479.1995
NCZ30,OUT019,359.00845
FDB56,OUT017,3157.8174
FDA25,OUT027,2528.6265
FDD20,OUT013,2233.6453
FDL25,OUT013,1555.8151
NCO18,OUT049,2989.4148
FDJ45,OUT017,831.6078
FDR12,OUT035,2879.116
NCF19,OUT010,22.376406
FDK25,OUT046,2827.833
NCR17,OUT046,1950.2865
FDC52,OUT046,2644.3303
NCA54,OUT017,3003.539
FDR45,OUT010,695.267
NCM19,OUT049,1926.3849
FDF39,OUT027,5544.743
FDX23,OUT049,1521.5039
FDD58,OUT027,2467.4827
FDX28,OUT013,1652.4794
NCD31,OUT013,2745.3147
FDU57,OUT018,2239.8938
FDI27,OUT046,741.20734
NCM42,OUT046,1661.3793
FDD32,OUT027,2084.126
FDI34,OUT013,3915.003
NCM29,OUT049,2181.5115
FDG46,OUT018,1693.2599
DRC01,OUT010,9.243271
FDB15,OUT027,5977.4224
NCA17,OUT027,3824.2297
FDF10,OUT046,2474.4634
FDR26,OUT027,4582.1294
FDI02,OUT049,1926.3849
NCM54,OUT010,359.00845
FDF14,OUT013,2525.7463
FDJ33,OUT010,359.00845
FDM20,OUT035,4132.14
FDC03,OUT027,4984.089
NCX05,OUT046,1919.1449
NCM41,OUT027,2382.4229
NCU29,OUT010,308.89627
FDQ59,OUT017,1404.5817
FDH46,OUT010,404.88065
FDH09,OUT013,887.9327
NCD06,OUT045,764.64935
FDC15,OUT035,2430.2595
DRD37,OUT027,1381.7716
FDT28,OUT027,3824.2297
FDR28,OUT027,4256.511
FDT38,OUT017,1331.6409
FDV34,OUT027,2012.714
FDY52,OUT035,1022.3221
FDB34,OUT013,1405.4934
DRL23,OUT018,1425.3032
DRB24,OUT046,2528.6982
FDJ50,OUT046,956.2939
FDQ49,OUT035,2522.779
FDP20,OUT035,2092.9785
FDV19,OUT027,4256.511
NCR54,OUT045,3091.9192
FDO09,OUT010,680.61664
FDS57,OUT018,1885.4672
FDN10,OUT049,1926.3849
FDV23,OUT049,2095.9458
FDY28,OUT049,3475.2163
DRG51,OUT013,2860.9468
FDD45,OUT019,442.87457
NCL18,OUT027,5032.565
NCM29,OUT013,2181.5115
FDF17,OUT027,4988.866
FDE22,OUT017,2735.1228
FDQ22,OUT017,709.4579
FDS01,OUT013,2999.6067
FDW35,OUT027,1280.9786
FDJ33,OUT046,2088.7058
NCF54,OUT035,2932.7244
FDE09,OUT013,1714.0343
NCE06,OUT045,2623.5828
DRH49,OUT049,1293.5062
FDY43,OUT045,2802.7986
NCT05,OUT017,4193.589
FDZ34,OUT045,3091.9192
FDL38,OUT017,1415.6855
FDZ31,OUT017,3157.8174
FDR14,OUT035,903.9536
NCN54,OUT049,1281.9537
NCC42,OUT027,3380.1775
FDK08,OUT017,1736.3549
FDP59,OUT013,1417.0691
FDV22,OUT035,2745.3147
FDD33,OUT035,3915.003
DRE60,OUT027,6030.808
FDK52,OUT046,3873.6184
FDA02,OUT017,2477.2698
FDM56,OUT049,1702.9304
FDE57,OUT035,2171.3196
FDM32,OUT045,1104.1102
NCQ30,OUT027,3307.105
FDQ27,OUT027,2623.1946
FDT60,OUT027,3263.062
FDU43,OUT049,4022.2095
NCO55,OUT035,1702.9304
FDG02,OUT045,3146.154
FDJ28,OUT013,3212.0522
FDP40,OUT045,1948.4436
FDJ38,OUT045,3135.9622
NCC54,OUT017,3978.3735
NCZ41,OUT046,2064.2415
FDK38,OUT019,490.2947
FDU52,OUT013,2481.7034
FDC40,OUT046,1179.7378
NCR30,OUT017,1126.9036
NCN18,OUT017,1926.3849
FDB50,OUT035,1317.059
FDG04,OUT013,3212.0522
FDR26,OUT035,2818.8044
NCT17,OUT018,2921.5698
FDX35,OUT027,6030.808
FDS12,OUT046,2088.7058
NCZ29,OUT027,3263.062
FDB38,OUT010,351.6366
FDP12,OUT013,708.5462
FDP22,OUT046,881.512
FDS26,OUT018,3688.4968
FDR52,OUT046,3150.5774
DRJ13,OUT046,2683.8398
FDU48,OUT027,3380.1775
FDE29,OUT035,962.9768
NCT29,OUT049,2095.9458
DRK37,OUT018,3076.0361
FDK55,OUT046,1373.789
FDR07,OUT046,1468.6112
FDO21,OUT027,5887.1445
FDK46,OUT049,4155.2773
FDB12,OUT045,1670.656
FDT31,OUT027,5086.8
FDJ33,OUT045,2063.6714
FDC26,OUT027,2665.517
NCQ02,OUT045,3146.154
FDP08,OUT010,523.36804
FDB11,OUT027,5816.36
FDV55,OUT013,2457.239
FDW20,OUT049,2093.7798
NCJ18,OUT019,359.00845
FDC41,OUT018,1008.8722
FDE14,OUT027,2514.31
FDG35,OUT013,2829.573
FDF45,OUT035,960.56665
FDS19,OUT027,2083.2144
FDS58,OUT019,420.14413
FDA26,OUT017,3453.298
FDM32,OUT049,1369.4764
FDL45,OUT046,2132.7488
FDZ55,OUT049,2699.9001
FDY37,OUT049,2171.3196
FDO46,OUT046,3204.8123
FDQ60,OUT046,1936.21
FDA19,OUT018,1863.0103
FDL15,OUT046,2449.999
FDM10,OUT018,3160.7812
NCL05,OUT017,684.08185
DRK49,OUT010,-7.9882345
NCE18,OUT027,6271.7163
FDG40,OUT049,709.4579
DRI59,OUT045,3496.4688
FDK28,OUT035,4107.446
NCD06,OUT019,22.376406
FDO11,OUT019,826.6641
FDK27,OUT046,2025.668
FDT43,OUT027,1471.649
FDD38,OUT018,1449.7677
FDA16,OUT049,3562.367
FDL14,OUT027,3868.2727
NCM17,OUT049,708.5462
FDD20,OUT045,2117.9062
FDA40,OUT045,1466.8754
FDL43,OUT045,1285.6963
FDV15,OUT045,1670.656
FDE52,OUT046,1443.6798
NCL17,OUT010,339.23737
NCJ31,OUT045,3897.2803
FDR60,OUT045,1284.7845
NCA18,OUT035,1926.3849
FDS21,OUT027,1828.0072
FDW09,OUT035,1317.9707
FDL26,OUT035,2616.4355
FDS47,OUT018,1271.903
FDC39,OUT046,3419.4998
FDT51,OUT035,1778.4874
FDK40,OUT035,4124.5195
NCG19,OUT045,3814.9602
FDZ07,OUT046,955.7368
FDF08,OUT027,2324.1807
FDO04,OUT013,953.3417
FDK41,OUT018,1178.0001
FDP15,OUT049,4128.7188
NCD43,OUT018,1449.7677
NCP18,OUT013,2525.7463
FDZ51,OUT046,1643.1432
DRH13,OUT035,1703.8422
FDF38,OUT045,677.18353
NCI43,OUT045,762.27466
FDM38,OUT027,1718.5863
FDS03,OUT013,1050.7474
DRJ47,OUT017,2911.2273
FDT50,OUT010,394.39822
FDV02,OUT046,2889.6553
NCG18,OUT017,1714.0343
FDW52,OUT046,2727.8828
FDS40,OUT035,719.6501
FDN31,OUT017,3157.8174
FDA37,OUT045,2063.6714
FDA15,OUT046,4334.453
FDL39,OUT046,2903.7795
FDJ53,OUT045,2063.6714
FDX22,OUT013,3572.5588
NCZ42,OUT045,4028.7673
FDD56,OUT027,4674.304
FDD40,OUT017,3293.5398
FDS50,OUT013,3453.298
NCN14,OUT013,3261.3723
FDT15,OUT013,3114.1187
NCS18,OUT027,2529.538
NCO26,OUT010,418.06158
FDF58,OUT018,725.04224
NCB19,OUT013,1387.4213
FDH26,OUT017,2146.8552
DRB24,OUT027,3878.4646
FDA49,OUT018,1131.0787
FDB32,OUT045,1161.4408
FDI36,OUT017,3295.5168
NCA17,OUT010,306.386
FDH22,OUT013,2060.7231
NCM26,OUT018,2308.9272
FDT15,OUT027,4988.866
FDB16,OUT018,1107.0668
NCP54,OUT027,3307.105
FDJ36,OUT013,1702.9304
FDO28,OUT045,1911.1755
FDU09,OUT013,952.43
FDF29,OUT017,2150.1807
FDY08,OUT013,2127.2766
DRJ59,OUT018,470.6118
FDT23,OUT027,2083.2144
FDU15,OUT018,460.41956
FDT47,OUT013,1607.587
FDI53,OUT019,513.80066
FDR59,OUT018,3808.9417
FDD53,OUT035,708.5462
FDY51,OUT017,3475.2163
FDT04,OUT049,708.5462
FDU51,OUT049,2911.2273
FDG14,OUT035,2481.7034
NCU06,OUT045,3849.1047
DRG25,OUT046,3204.8123
DRH49,OUT035,1402.526
FDN15,OUT035,2181.5115
FDL43,OUT018,987.327
NCT18,OUT049,3214.4688
NCB31,OUT013,4033.9565
FDK57,OUT035,1978.6729
FDY04,OUT019,376.101
NCP54,OUT046,2132.7488
FDF41,OUT013,4044.9907
FDM01,OUT045,1765.2241
FDW03,OUT045,1722.428
FDF28,OUT045,2107.7144
FDY37,OUT017,2171.3196
FDQ03,OUT017,3915.003
FDP51,OUT027,3145.7883
FDJ40,OUT017,1737.1537
FDC32,OUT049,1531.3506
DRI49,OUT027,2083.2144
NCW54,OUT017,952.43
FDF09,OUT017,684.42725
FDP45,OUT018,3909.6182
DRJ23,OUT018,2887.4253
FDS59,OUT017,1737.1537
FDY08,OUT046,2120.0366
FDX16,OUT049,2457.239
FDY16,OUT018,2865.8394
FDK32,OUT035,2619.4028
FDQ22,OUT013,709.4579
NCC31,OUT018,2271.6716
FDG58,OUT049,2481.7034
DRF48,OUT013,3122.5947
DRH36,OUT049,1085.3074
NCR30,OUT035,1210.7422
FDB03,OUT019,667.89984
FDZ28,OUT027,3263.062
FDR35,OUT017,3212.0522
DRD15,OUT027,6008.8906
FDJ33,OUT019,359.00845
FDA56,OUT010,413.24377
FDP56,OUT046,789.6837
NCT30,OUT046,789.6837
FDK15,OUT017,1641.7867
FDH44,OUT018,2330.6719
FDV01,OUT013,2457.239
DRG03,OUT017,2433.2268
FDG50,OUT027,2335.2842
FDR16,OUT010,574.7713
FDZ60,OUT046,1649.4813
DRG03,OUT045,2400.9524
FDS56,OUT018,3844.5027
FDU33,OUT045,764.64935
DRD27,OUT035,1765.5548
FDW22,OUT046,3976.3203
DRA24,OUT045,2678.384
FDF38,OUT049,709.4579
FDX48,OUT013,2501.282
FDS58,OUT018,2481.048
FDC32,OUT046,1524.1106
NCQ29,OUT045,3928.1375
DRK39,OUT018,1107.0668
NCS38,OUT017,1926.3849
DRO47,OUT013,1926.3849
DRG27,OUT027,1221.3984
FDC57,OUT027,5032.565
FDS55,OUT046,2474.4634
NCJ06,OUT018,1733.9847
FDO01,OUT019,434.38223
NCM55,OUT045,3091.9192
FDC52,OUT049,2651.5703
FDQ15,OUT045,911.58105
NCT30,OUT027,1439.3672
NCR42,OUT027,1270.7865
FDD28,OUT035,1046.9982
FDQ34,OUT049,1702.9304
FDZ12,OUT027,3380.1775
DRE13,OUT019,291.6415
NCN07,OUT019,390.3391
FDM28,OUT035,2959.496
FDI10,OUT017,2945.3718
FDQ25,OUT013,2879.116
FDA38,OUT010,641.4783
DRI13,OUT049,3572.5588
FDY20,OUT027,2324.1807
NCZ53,OUT035,3201.8604
NCM31,OUT013,2446.4807
DRB01,OUT017,3157.8174
DRF37,OUT046,4081.3958
NCF42,OUT049,2945.3718
FDF16,OUT018,2217.4368
FDB41,OUT013,772.45935
FDR34,OUT013,4012.3455
FDR15,OUT018,2261.4797
NCV42,OUT019,418.06158
FDW51,OUT035,3439.9937
FDU36,OUT017,1520.5922
FDX60,OUT049,1317.059
FDY03,OUT035,1926.3849
FDW55,OUT045,4256.354
FDT01,OUT010,609.99414
FDG58,OUT013,2481.7034
FDK21,OUT017,4337.4463
NCS41,OUT019,614.164
FDS10,OUT045,3158.469
NCT53,OUT046,2707.0315
FDJ28,OUT018,2931.7617
FDX44,OUT045,1328.6085
FDT20,OUT018,460.41956
FDO44,OUT017,1702.9304
NCX17,OUT049,3804.5261
FDY01,OUT017,1926.3849
FDJ12,OUT027,5522.06
DRK35,OUT018,459.50784
FDD47,OUT019,414.2173
NCM53,OUT035,1699.963
FDO45,OUT013,1405.4934
NCM42,OUT010,384.886
FDE04,OUT046,3041.6868
NCI30,OUT027,6064.4004
FDZ19,OUT013,2910.1492
FDW57,OUT013,2945.3718
FDA25,OUT013,1797.4985
FDT22,OUT046,945.19
FDP51,OUT013,1926.3849
FDD48,OUT027,3009.0547
FDY39,OUT035,3237.6604
FDO48,OUT010,636.5524
FDD23,OUT027,5032.565
DRN35,OUT027,1269.8748
FDT01,OUT035,3475.2163
FDC20,OUT010,164.96371
DRJ35,OUT035,962.9768
FDB32,OUT046,1513.4698
FDL24,OUT046,2982.1748
NCV42,OUT035,1922.3036
FDZ46,OUT046,1695.6904
FDC15,OUT013,2408.7625
FDD08,OUT019,-7.9882345
FDY50,OUT049,1673.4613
FDD36,OUT013,2032.908
FDG57,OUT027,1439.3672
FDL21,OUT018,470.6118
FDN16,OUT027,2513.3984
FDJ09,OUT027,1370.6677
FDS01,OUT010,568.5592
FDV33,OUT017,4183.3975
DRE12,OUT017,1949.5764
FDR07,OUT013,1475.8512
FDP48,OUT010,557.51263
NCB55,OUT035,952.43
FDQ08,OUT013,974.0807
FDR34,OUT035,4012.3455
FDO33,OUT046,1919.1449
FDP13,OUT045,676.27185
FDX12,OUT049,4191.6514
NCT06,OUT049,2879.116
FDR16,OUT019,790.8014
FDE36,OUT046,2751.0745
FDZ36,OUT049,3122.5947
FDV13,OUT045,1373.219
NCZ17,OUT035,708.5462
FDU56,OUT045,3091.9192
FDM09,OUT035,2945.3718
FDV02,OUT017,2896.8953
FDS34,OUT018,1637.6538
FDA11,OUT049,1555.8151
FDP09,OUT017,3528.2224
FDB29,OUT027,2977.913
FDT19,OUT017,3083.0713
DRH15,OUT017,660.0698
FDY38,OUT046,3859.2864
FDF14,OUT027,3868.2727
FDN48,OUT010,442.87457
FDQ12,OUT013,4002.1536
NCJ43,OUT045,2939.9802
FDE17,OUT019,352.59503
FDB05,OUT035,4283.158
FDH10,OUT045,2491.1274
NCR06,OUT017,719.6501
FDU32,OUT018,1875.7227
FDD56,OUT049,2945.3718
FDO36,OUT018,2661.085
FDH16,OUT010,385.54422
FDX10,OUT018,446.7418
FDZ37,OUT017,1415.6855
FDU31,OUT010,697.14484
DRC49,OUT049,2127.2766
FDL15,OUT045,2424.9646
FDN32,OUT019,695.2122
DRH59,OUT027,1939.2686
NCU29,OUT049,2525.7463
FDR37,OUT019,695.2122
FDS14,OUT018,2378.3367
FDU02,OUT027,5982.332
FDJ08,OUT035,3157.8174
NCZ06,OUT045,3860.2705
FDO31,OUT049,1317.9707
FDH31,OUT018,1449.7677
FDS58,OUT017,2745.3147
NCA53,OUT027,1450.4711
FDF50,OUT046,3311.4685
NCW42,OUT049,3795.167
NCQ17,OUT045,2449.429
FDK51,OUT018,3980.0525
NCW41,OUT010,395.67972
NCR29,OUT017,952.43
FDB08,OUT019,376.101
FDA40,OUT027,2230.2778
FDL14,OUT018,2470.8562
FDB47,OUT046,3494.5347
FDO03,OUT035,4002.1536
DRK13,OUT019,557.51263
FDX13,OUT010,911.4903
FDF52,OUT046,3207.2288
FDT11,OUT013,3166.6377
FDB08,OUT013,2793.5566
FDQ28,OUT018,2355.1362
FDD29,OUT045,4112.496
NCQ29,OUT027,6087.3564
NCO02,OUT013,1050.7474
FDR56,OUT010,557.51263
NCM54,OUT049,2095.9458
FDP51,OUT035,1926.3849
FDT38,OUT013,1331.6409
FDZ20,OUT018,3909.6182
FDJ53,OUT013,2095.9458
FDX13,OUT049,4299.1343
FDP58,OUT035,3475.2163
NCK31,OUT019,100.373924
FDA35,OUT018,1831.6797
FDV37,OUT018,2877.5269
NCO07,OUT027,5532.252
FDA20,OUT045,3091.9192
FDZ59,OUT035,2817.9128
NCY17,OUT017,684.08185
FDQ28,OUT035,2481.7034
FDV35,OUT017,2457.239
FDQ36,OUT013,708.5462
FDD34,OUT018,2481.048
FDK51,OUT045,4451.0005
FDV31,OUT035,2945.3718
FDR04,OUT035,1566.919
FDR14,OUT049,903.9536
DRC36,OUT010,524.5162
FDE39,OUT019,310.53207
FDP57,OUT049,1702.9304
FDE57,OUT046,2164.0796
NCN18,OUT046,1729.9137
NCQ05,OUT018,2271.6716
FDW47,OUT035,1978.6729
FDV46,OUT035,2178.5442
NCP29,OUT045,930.70245
FDE09,OUT018,1514.2208
NCU06,OUT027,6057.3667
FDT19,OUT010,524.5162
DRF15,OUT017,2452.8054
DRI51,OUT013,2787.508
NCX54,OUT013,1702.9304
DRE01,OUT013,4044.9907
NCB07,OUT045,3057.7747
FDU50,OUT035,1842.6857
FDG40,OUT035,709.4579
FDW10,OUT018,2511.0715
FDX51,OUT013,3212.0522
NCP17,OUT045,994.9203
FDP21,OUT035,3201.8604
FDL04,OUT045,1646.1915
FDV23,OUT013,2095.9458
FDF24,OUT046,1310.7307
FDH56,OUT027,2977.913
FDB51,OUT049,915.4121
FDI58,OUT027,2381.5112
FDR20,OUT013,773.37103
FDC51,OUT018,2001.5464
FDB16,OUT027,2181.8013
FDE40,OUT049,914.5004
NCM17,OUT035,708.5462
FDU56,OUT035,3295.5168
FDS32,OUT019,390.3391
FDX02,OUT049,3780.835
FDT39,OUT027,3878.4646
FDE35,OUT017,952.43
NCI42,OUT019,707.33704
DRL23,OUT046,1682.3298
FDA10,OUT046,2042.4971
FDA11,OUT013,1512.1163
NCM06,OUT046,2474.4634
NCT05,OUT035,4226.0615
NCQ02,OUT010,611.74786
NCY06,OUT049,2127.2766
FDY56,OUT035,3829.3115
FDL02,OUT035,1699.963
NCI06,OUT035,2945.3718
FDQ14,OUT045,2400.9524
FDQ12,OUT017,4002.1536
FDP36,OUT046,789.6837
FDK21,OUT027,6271.7163
FDO40,OUT045,2493.472
NCK54,OUT019,542.8596
FDY09,OUT018,2725.1482
NCW30,OUT049,4236.644
NCC55,OUT027,1364.4429
FDE58,OUT018,1637.6538
FDR39,OUT013,3123.6729
FDU28,OUT049,3123.6729
FDH08,OUT017,4012.3455
FDG35,OUT045,2193.4114
FDG22,OUT049,709.4579
FDC34,OUT035,2691.0798
FDP15,OUT018,3822.4675
FDK34,OUT010,695.267
FDU45,OUT035,1957.5265
FDQ04,OUT027,1269.8748
FDX22,OUT018,3292.2683
FDB45,OUT017,1428.173
NCH43,OUT027,5461.4673
DRE60,OUT046,3795.5132
FDD17,OUT027,6117.9595
NCM54,OUT017,2095.9458
NCH55,OUT013,2139.9888
NCT06,OUT017,2735.1228
FDA48,OUT027,5434.9087
FDY58,OUT027,6117.9595
FDO25,OUT045,3374.0955
FDN50,OUT045,1524.4524
FDH35,OUT035,2688.1125
FDK09,OUT045,3849.1047
FDO16,OUT013,1466.5458
FDW11,OUT045,1018.47314
FDU47,OUT027,3517.877
NCQ42,OUT010,312.7994
FDK55,OUT027,2325.0923
FDN08,OUT049,1926.3849
FDT57,OUT045,3946.4473
FDJ12,OUT018,3282.0764
DRL59,OUT017,899.8559
NCN53,OUT046,753.0781
FDO51,OUT010,-7.9882345
FDK56,OUT017,3157.8174
FDY12,OUT035,888.752
FDU15,OUT035,709.4579
FDQ19,OUT046,4135.092
DRF15,OUT045,2420.531
DRE25,OUT019,442.87457
FDK57,OUT018,1714.4062
FDD33,OUT010,705.5649
FDR34,OUT027,6128.1514
FDU04,OUT045,2117.9062
FDE35,OUT019,127.42526
NCD31,OUT035,2745.3147
FDJ56,OUT035,1641.7867
NCU53,OUT046,2663.3328
FDD39,OUT035,3453.298
NCU17,OUT019,420.1088
FDJ20,OUT046,2042.4971
NCW41,OUT018,2456.5837
FDL52,OUT035,691.38586
FDS39,OUT035,2181.5115
DRJ47,OUT045,2859.4534
FDP13,OUT010,-7.9882345
DRK39,OUT010,243.16513
FDF28,OUT010,359.00845
FDB09,OUT045,2063.6714
FDM51,OUT046,1635.4585
DRM49,OUT018,535.11926
DRF23,OUT013,2968.5635
DRH01,OUT035,2945.3718
FDH12,OUT027,2528.6265
FDA28,OUT019,359.00845
FDW37,OUT018,1247.4385
FDF02,OUT046,1695.6904
DRL37,OUT046,701.3062
NCF43,OUT046,2120.0366
FDH08,OUT010,792.7156
FDR34,OUT019,792.7156
NCK19,OUT049,3157.8174
NCD55,OUT018,460.41956
FDT27,OUT049,3941.5613
FDQ57,OUT045,2493.472
FDA47,OUT035,2691.0798
DRG15,OUT027,1768.427
FDE05,OUT018,2261.4797
FDN46,OUT046,1680.4623
FDX27,OUT027,2333.0347
FDT51,OUT045,1746.213
FDU33,OUT013,708.5462
FDJ16,OUT027,1718.5863
FDD20,OUT019,403.05157
FDT36,OUT049,708.5462
DRF15,OUT027,3819.7961
FDN52,OUT010,291.6415
FDC22,OUT027,5032.565
FDX15,OUT045,2658.8054
FDT13,OUT013,3212.0522
FDU04,OUT017,2150.1807
FDU31,OUT019,636.5524
FDW59,OUT027,2324.846
NCO29,OUT046,2727.8828
FDL15,OUT035,2478.736
FDI41,OUT049,2457.239
FDQ48,OUT049,1736.3549
DRI39,OUT013,903.9536
FDI08,OUT013,4047.3274
FDC21,OUT049,1693.455
FDF58,OUT035,974.0807
FDS08,OUT010,489.29333
FDE47,OUT045,2107.7144
NCP18,OUT019,352.59503
NCR41,OUT013,1625.9187
FDA27,OUT013,4059.443
FDA43,OUT035,3157.8174
FDA49,OUT045,1347.8428
NCE55,OUT018,2818.8047
DRM49,OUT027,1370.6677
FDF22,OUT027,5461.4673
FDQ15,OUT018,1044.2682
NCS54,OUT017,2999.6067
NCY05,OUT013,708.5462
FDR45,OUT046,4109.705
FDK57,OUT049,2095.9458
FDF41,OUT010,864.55774
FDV21,OUT046,2226.4053
FDD51,OUT046,741.20734
FDF33,OUT046,1996.3969
FDA38,OUT046,4084.4214
FDR56,OUT045,3091.9192
NCN41,OUT017,2095.9458
FDC60,OUT027,2230.2778
FDB47,OUT045,3435.8765
DRH01,OUT013,2945.3718
FDW08,OUT046,1695.6904
FDF38,OUT027,1270.7865
FDY32,OUT017,2691.0798
FDG34,OUT049,1703.8422
FDG47,OUT019,713.08923
NCF18,OUT035,3145.17
FDL39,OUT019,490.16406
NCH55,OUT035,2139.9888
DRJ35,OUT049,1057.5448
FDS44,OUT035,4029.7957
DRE01,OUT018,3746.0
FDY39,OUT013,3181.009
FDY32,OUT018,2449.2703
FDR33,OUT027,2819.8237
NCP50,OUT049,1328.1628
FDZ47,OUT018,1287.9913
FDU57,OUT049,2481.7034
FDY44,OUT013,3201.8604
DRH59,OUT018,924.07355
FDB03,OUT027,6044.251
FDY46,OUT045,3057.7747
FDM39,OUT045,2809.8987
FDY36,OUT035,1246.5581
NCM55,OUT035,3157.8174
FDJ50,OUT010,137.9892
DRL60,OUT013,2525.7463
NCJ54,OUT049,3941.5613
FDX59,OUT017,708.5462
FDI07,OUT013,3435.6746
DRF51,OUT010,-56.464638
FDM14,OUT017,1714.0343
FDP21,OUT045,3135.9622
FDE40,OUT035,1002.27075
FDE05,OUT035,2525.7463
FDM13,OUT027,3380.1775
FDC34,OUT027,4212.4683
NCI55,OUT018,1861.4503
NCE43,OUT018,2593.2634
FDW58,OUT018,1403.5586
FDG60,OUT045,3514.5237
FDV31,OUT017,2945.3718
FDR47,OUT013,3123.6729
FDM60,OUT019,-7.9882345
NCF06,OUT018,3871.979
NCN26,OUT027,3102.7112
FDQ59,OUT049,1404.5817
FDF09,OUT046,677.18726
NCS06,OUT017,4363.688
FDT44,OUT046,1919.1449
FDI19,OUT017,4039.0764
FDT22,OUT017,962.9768
NCF54,OUT027,4588.681
DRG25,OUT045,3146.154
FDB59,OUT017,3177.9077
FDQ37,OUT017,3123.6729
FDP56,OUT035,796.9237
FDW44,OUT035,2989.4148
FDJ26,OUT010,609.99414
FDU43,OUT018,3580.8845
FDW33,OUT045,1670.656
NCX53,OUT027,3434.4124
FDN56,OUT010,375.7866
DRF15,OUT049,2452.8054
FDO33,OUT017,1926.3849
FDZ39,OUT010,396.5561
NCJ19,OUT017,927.96564
FDU01,OUT035,3282.8694
FDT12,OUT035,3794.0889
NCM18,OUT018,713.93835
FDP19,OUT017,2095.9458
NCR42,OUT049,709.4579
FDN10,OUT046,1919.1449
FDG44,OUT017,917.20715
FDQ10,OUT046,2982.1748
DRH13,OUT049,1703.8422
FDT52,OUT013,4071.549
FDM56,OUT045,1704.8793
NCO43,OUT010,455.7409
NCV29,OUT035,3083.0713
NCF06,OUT013,4178.23
FDO50,OUT035,1498.4845
FDT59,OUT013,4012.3455
FDX40,OUT027,1269.8748
FDE50,OUT017,3177.9077
FDX51,OUT017,3212.0522
NCD30,OUT018,1310.6477
FDK15,OUT013,1641.7867
FDL12,OUT045,930.70245
FDK46,OUT017,4122.8047
DRH49,OUT010,216.38773
FDQ57,OUT046,2518.5063
FDY59,OUT017,1556.7268
FDO09,OUT018,3757.9077
NCG30,OUT035,2092.9785
FDM09,OUT017,2835.073
NCN17,OUT027,2513.3984
NCS42,OUT013,1498.4845
FDD02,OUT019,418.06158
FDE34,OUT013,3214.4688
FDU38,OUT045,3043.4426
FDB33,OUT046,2713.6104
NCJ29,OUT017,1405.4934
FDZ27,OUT035,923.6592
FDI40,OUT013,1641.7867
FDG22,OUT013,709.4579
FDT51,OUT017,1778.4874
FDF20,OUT018,2921.5698
FDV50,OUT035,2047.4698
FDT02,OUT049,660.9815
DRC49,OUT017,2481.7034
FDF26,OUT049,2481.7034
FDV52,OUT035,2026.4708
FDX59,OUT049,708.5462
FDV25,OUT035,3466.552
FDW23,OUT027,1269.8748
FDE53,OUT018,1439.5756
FDA19,OUT017,2127.2766
FDH22,OUT046,2053.4832
NCO41,OUT013,1566.919
FDX12,OUT017,4065.5242
FDF17,OUT013,3137.3103
FDS11,OUT045,3763.4133
FDR51,OUT035,2481.7034
FDT49,OUT010,420.1088
FDC56,OUT013,2095.9458
FDR13,OUT027,3009.0547
FDQ60,OUT035,2060.7231
FDN38,OUT049,4255.4155
NCL29,OUT013,2691.0798
FDO13,OUT027,4212.4683
FDE26,OUT018,2239.8938
FDA31,OUT010,524.5162
FDX14,OUT035,1186.9778
FDA34,OUT045,2947.8328
FDF26,OUT013,2481.7034
FDE38,OUT045,2785.6384
DRI11,OUT046,1950.2865
FDQ60,OUT027,2977.913
FDL21,OUT027,1280.9786
DRC12,OUT027,5076.608
FDC47,OUT046,3907.763
FDE57,OUT045,2139.0452
FDT14,OUT045,2015.1956
NCZ53,OUT046,3194.6204
FDE28,OUT018,3610.9277
FDR19,OUT035,2481.7034
NCF54,OUT019,524.5162
FDZ08,OUT046,1309.819
NCJ05,OUT018,2192.9724
FDF59,OUT046,2088.7058
NCO05,OUT035,1641.7867
FDW24,OUT018,569.9749
NCX42,OUT018,2589.8186
NCA53,OUT035,808.0276
FDI45,OUT019,524.5162
FDG46,OUT046,1950.2865
FDM20,OUT010,710.4619
FDW11,OUT010,127.42526
FDX08,OUT035,2999.6067
NCK17,OUT035,709.4579
FDK32,OUT018,2217.4368
NCA42,OUT035,2735.1228
DRI01,OUT035,2989.4148
NCL55,OUT049,4309.526
DRE25,OUT018,1306.7766
FDD14,OUT017,3123.6729
FDB10,OUT046,3934.3213
DRN11,OUT035,2481.7034
FDP38,OUT018,569.9749
NCA30,OUT017,3123.6729
FDT15,OUT017,3114.1187
NCP55,OUT018,714.4954
FDF12,OUT035,2481.7034
FDM21,OUT018,3741.0747
FDX56,OUT035,3501.7747
FDF10,OUT017,2481.7034
FDT32,OUT045,3057.7747
FDM51,OUT018,1439.5756
NCR50,OUT018,2247.2073
FDI19,OUT049,4071.549
FDX21,OUT017,1702.9304
FDR31,OUT035,2446.4807
FDY02,OUT013,4040.1594
NCA29,OUT045,3050.7969
NCX17,OUT046,3797.2861
FDM12,OUT045,3091.9192
